hour,day_of_week,is_holiday,region_id,multiplier
3,6,0,1,1.0
1,4,0,1,1.0
21,2,0,1,1.0
6,5,0,1,1.0
21,0,0,1,1.0
3,1,0,1,1.0
17,3,0,1,2.0025
11,2,0,1,1.0
8,0,0,1,1.7003
18,0,0,1,2.0117
12,2,0,1,1.2925
20,1,0,1,2.2618
20,2,0,1,2.1136
20,0,0,1,1.8416
7,5,0,1,1.0
11,6,0,1,1.0
3,4,0,1,1.0
3,4,0,1,1.0
7,5,0,1,1.0
19,2,0,1,1.9514
8,1,0,1,1.7887
21,1,0,1,1.0001
21,0,0,1,1.0
12,1,0,1,1.2154
4,6,0,1,1.0
0,4,0,1,1.0
8,5,0,1,1.3445
2,2,0,1,1.0678
20,5,0,1,1.3997
15,0,0,1,1.0
21,3,0,1,1.0643
5,2,0,1,1.0534
18,2,0,1,2.2626
22,3,0,1,1.0
20,1,0,1,1.8254
17,2,0,1,2.4902
7,5,0,1,1.0
3,5,0,1,1.0
20,5,0,1,1.6172
11,6,1,1,1.0
4,6,0,1,1.0
1,4,0,1,1.0
12,1,0,1,1.2435
19,6,0,1,1.7357
19,2,0,1,2.4535
1,1,0,1,1.0
5,4,0,1,1.0327
7,0,0,1,1.0151
20,2,0,1,2.3758
14,4,0,1,1.1255
20,6,0,1,1.246
14,6,0,1,1.0
0,4,0,1,1.0284
11,5,0,1,1.0
4,5,0,1,1.0
10,3,0,1,1.9062
14,5,0,1,1.0
8,0,0,1,1.9962
6,2,0,1,1.0278
11,1,0,1,1.0
19,3,0,1,1.8565
22,1,0,1,1.0924
4,6,0,1,1.0
13,6,0,1,1.0
4,6,0,1,1.0
11,0,0,1,1.0
23,2,0,1,1.057
1,5,0,1,1.0
11,2,0,1,1.0
22,5,0,1,1.0
22,4,0,1,1.0
12,4,0,1,1.4016
3,5,0,1,1.0
18,5,0,1,1.6524
12,2,0,1,1.2882
21,6,0,1,1.0
23,3,0,1,1.0
23,1,0,1,1.002
14,0,0,1,1.1268
14,1,0,1,1.3727
19,3,0,1,2.3894
22,4,0,1,1.0
21,2,0,1,1.0995
19,0,0,1,2.0975
4,0,0,1,1.0358
16,2,0,1,1.0346
14,3,0,1,1.1889
4,0,1,1,1.0
10,2,0,1,2.1651
16,6,0,1,1.0
22,2,0,1,1.0
14,3,0,1,1.428
18,6,0,1,1.6875
11,4,0,1,1.0
1,4,0,1,1.0
21,5,0,1,1.0
12,0,0,1,1.1937
7,0,0,1,1.0
15,4,0,1,1.0567
11,4,0,1,1.0799
15,4,0,1,1.0506
5,2,0,1,1.0099
22,3,0,1,1.0548
13,3,0,1,1.2109
20,0,0,1,1.8214
18,3,0,1,1.8807
6,2,0,1,1.0
2,5,0,1,1.0
19,4,0,1,2.0125
19,2,0,1,2.1821
17,6,0,1,1.4059
21,4,0,1,1.0974
10,4,0,1,1.8734
3,5,0,1,1.0
3,0,0,1,1.0271
14,6,0,1,1.0
8,6,0,1,1.4457
12,5,0,1,1.0
13,1,0,1,1.2003
1,0,0,1,1.0
0,3,0,1,1.0567
17,3,0,1,2.1529
12,5,0,1,1.0
22,1,0,1,1.0
15,1,0,1,1.0474
18,6,0,1,1.6061
22,1,0,1,1.0
11,6,0,1,1.0
15,0,1,1,1.0
20,3,0,1,2.4712
14,6,0,1,1.0
20,5,0,1,1.6206
2,5,0,1,1.0
20,5,0,1,1.6541
9,0,0,1,1.7026
6,1,0,1,1.0
20,0,0,1,2.1716
10,0,0,1,1.713
15,0,0,1,1.0
2,3,0,1,1.0048
20,2,0,1,2.1605
17,6,0,1,1.5537
17,2,0,1,1.9571
0,6,0,1,1.0
12,0,0,1,1.3008
21,3,0,1,1.0
18,6,0,1,1.4849
8,5,0,1,1.4393
20,1,0,1,2.1163
5,3,0,1,1.0449
20,4,0,1,1.7187
17,4,0,1,2.4693
12,5,0,1,1.0
0,1,0,1,1.0
1,6,0,1,1.0
8,4,0,1,1.7501
7,4,0,1,1.0
23,4,0,1,1.0
12,5,0,1,1.0
19,3,0,1,2.2896
2,6,0,1,1.0
12,1,0,1,1.283
16,2,0,1,1.0768
4,0,1,1,1.0
13,1,0,1,1.2239
10,3,0,1,1.9789
22,6,0,1,1.0
16,5,0,1,1.0
1,5,0,1,1.0
6,0,0,1,1.0192
20,1,0,1,2.05
14,1,0,1,1.2697
18,4,0,1,2.1344
23,5,0,1,1.0
23,4,0,1,1.0232
1,3,0,1,1.0
5,1,0,1,1.0
20,4,0,1,2.326
7,4,1,1,1.0
4,6,0,1,1.0
11,3,0,1,1.0
12,6,0,1,1.0
5,4,0,1,1.0
6,5,0,1,1.0
10,2,0,1,1.9139
12,6,0,1,1.0
23,0,0,1,1.0302
18,2,0,1,2.0755
6,0,0,1,1.0365
22,3,0,1,1.0074
21,3,0,1,1.0
16,6,0,1,1.0
4,1,0,1,1.0129
10,2,0,1,1.6085
15,5,0,1,1.0
5,6,1,1,1.0
16,5,0,1,1.0
15,4,0,1,1.0547
22,4,0,1,1.0243
6,3,0,1,1.0702
22,3,0,1,1.0316
2,4,0,1,1.0941
15,5,0,1,1.0
3,1,0,1,1.0783
12,4,0,1,1.3234
1,6,0,1,1.0
18,0,0,1,2.3397
6,1,0,1,1.0108
13,5,1,1,1.0
22,2,0,1,1.0602
2,4,0,1,1.0
3,5,0,1,1.0
23,0,1,1,1.0
15,5,0,1,1.0
23,3,0,1,1.0591
23,3,0,1,1.0
6,4,0,1,1.0
14,0,0,1,1.3378
5,5,0,1,1.0
11,1,0,1,1.0
22,3,0,1,1.0595
12,2,0,1,1.3887
1,2,0,1,1.0
7,0,0,1,1.0
8,1,0,1,1.6677
12,4,0,1,1.3791
0,6,0,1,1.0
0,1,0,1,1.0863
17,5,0,1,1.632
5,2,1,1,1.0
19,4,1,1,1.0
19,0,0,1,1.9865
16,0,0,1,1.0
8,5,1,1,1.0
22,3,0,1,1.0362
7,0,0,1,1.0391
16,1,0,1,1.0025
16,0,0,1,1.0
5,6,0,1,1.0
2,2,0,1,1.0814
8,2,0,1,1.774
17,5,1,1,1.0
11,3,0,1,1.0371
5,3,0,1,1.0
15,6,0,1,1.0
9,0,0,1,1.6543
10,1,0,1,2.1283
17,3,0,1,1.9189
4,6,0,1,1.0
17,0,0,1,2.2433
9,2,0,1,1.6602
20,5,0,1,1.4129
23,4,0,1,1.0
22,5,0,1,1.0
11,1,0,1,1.0
15,5,0,1,1.0
14,0,0,1,1.3284
1,6,0,1,1.0
20,1,0,1,2.1925
20,0,0,1,2.2101
18,5,0,1,1.3715
10,2,0,1,1.794
22,3,0,1,1.0449
7,1,0,1,1.0883
7,0,0,1,1.0712
10,2,0,1,1.8522
22,3,0,1,1.0574
16,2,0,1,1.0
4,3,0,1,1.0
20,5,0,1,1.5823
22,2,0,1,1.0
9,0,0,1,1.9857
23,6,0,1,1.0
12,5,0,1,1.0279
12,5,0,1,1.0
16,2,0,1,1.0
1,6,0,1,1.0
22,1,0,1,1.0
10,2,0,1,1.7013
17,3,0,1,2.016
22,0,0,1,1.0
6,2,0,1,1.0513
13,0,1,1,1.0
16,5,0,1,1.0
5,0,0,1,1.0989
15,4,0,1,1.0
15,1,0,1,1.0
1,5,0,1,1.0
19,1,0,1,2.1324
14,0,0,1,1.3483
10,3,0,1,2.1155
10,3,0,1,1.624
7,6,0,1,1.0
13,4,0,1,1.3154
20,3,0,1,2.0015
14,4,0,1,1.4273
14,5,0,1,1.0
15,6,0,1,1.0
13,1,0,1,1.3118
0,2,0,1,1.0
2,3,0,1,1.0078
9,1,0,1,1.7557
7,2,0,1,1.0
10,1,0,1,1.6339
18,3,0,1,2.2953
5,5,0,1,1.0
4,4,0,1,1.0244
4,0,0,1,1.0398
8,6,0,1,1.0709
21,0,0,1,1.0456
3,5,1,1,1.0
22,0,0,1,1.0718
2,2,0,1,1.0
7,2,0,1,1.0
13,4,0,1,1.3526
18,4,0,1,1.8522
8,6,0,1,1.3436
14,4,0,1,1.3202
12,5,0,1,1.0
10,0,1,1,1.0805
7,4,0,1,1.071
4,3,1,1,1.0
5,3,0,1,1.0
21,2,0,1,1.0
7,3,0,1,1.0
17,6,0,1,1.1832
1,1,0,1,1.0
1,5,0,1,1.0
8,1,0,1,2.1771
21,1,0,1,1.0391
1,6,0,1,1.0
1,2,0,1,1.0
15,0,0,1,1.0324
10,5,0,1,1.1492
15,3,0,1,1.0215
9,5,0,1,1.2214
1,2,0,1,1.0
22,1,0,1,1.0677
14,5,0,1,1.0
1,2,0,1,1.0
10,1,0,1,2.2156
7,0,0,1,1.0
23,5,0,1,1.0
3,2,0,1,1.0262
9,6,0,1,1.3405
10,4,0,1,2.085
11,4,0,1,1.0623
4,3,0,1,1.0947
15,5,0,1,1.0
4,6,0,1,1.0
6,0,1,1,1.0
6,4,1,1,1.0
9,2,0,1,1.999
22,3,0,1,1.0443
1,5,0,1,1.0
13,1,0,1,1.2771
4,4,0,1,1.0
1,5,0,1,1.0
10,4,0,1,1.8733
17,5,0,1,1.5548
21,5,0,1,1.0
0,5,0,1,1.0
2,1,0,1,1.0
15,2,0,1,1.0086
21,1,0,1,1.0
9,5,0,1,1.1683
18,2,0,1,1.9154
20,1,0,1,2.2999
20,0,0,1,2.2747
22,6,0,1,1.0
12,6,0,1,1.0
2,4,0,1,1.0701
1,5,0,1,1.0
17,4,0,1,1.9464
6,2,0,1,1.0
20,5,0,1,1.2951
14,5,0,1,1.0
6,1,0,1,1.0406
11,1,0,1,1.0
18,4,0,1,2.4617
9,2,0,1,1.8249
7,3,0,1,1.0
22,0,0,1,1.0
4,0,0,1,1.0
8,3,0,1,1.7005
1,6,0,1,1.0
19,6,0,1,1.5875
18,3,0,1,1.7869
19,5,0,1,1.6747
12,3,0,1,1.2788
20,0,0,1,2.2549
3,2,0,1,1.0
20,6,0,1,1.6022
10,2,0,1,1.5782
6,0,0,1,1.0599
8,6,0,1,1.2801
2,5,0,1,1.0
1,4,0,1,1.0997
7,3,0,1,1.0
5,1,0,1,1.0
3,1,0,1,1.0
21,0,0,1,1.0
9,6,0,1,1.2094
3,6,0,1,1.0
23,1,0,1,1.0
8,4,0,1,2.0659
18,6,0,1,1.4391
22,0,0,1,1.0242
18,0,0,1,2.435
12,5,0,1,1.0
20,0,0,1,2.0046
0,4,0,1,1.0839
21,4,0,1,1.0
6,4,0,1,1.0
15,4,0,1,1.0408
20,4,0,1,2.2379
3,1,0,1,1.0
15,5,0,1,1.0
4,4,0,1,1.0
9,4,0,1,2.0718
0,3,0,1,1.0376
1,3,0,1,1.0
4,0,0,1,1.0876
17,5,0,1,1.6351
10,4,0,1,2.1061
6,1,0,1,1.0337
0,1,0,1,1.0557
10,2,0,1,1.6579
6,3,0,1,1.0
0,6,0,1,1.0
12,6,0,1,1.0
8,6,0,1,1.4041
9,2,0,1,2.176
16,1,0,1,1.026
23,1,0,1,1.0793
17,4,0,1,2.1957
17,4,0,1,1.9241
7,1,0,1,1.0184
20,6,0,1,1.5875
9,4,0,1,2.0885
7,4,0,1,1.0904
1,3,0,1,1.0
16,1,0,1,1.0
7,5,0,1,1.0
11,6,0,1,1.0
0,2,0,1,1.0
19,5,1,1,1.0
13,4,0,1,1.364
7,5,0,1,1.0
22,4,0,1,1.0
11,5,0,1,1.0
21,6,0,1,1.0
22,2,0,1,1.0
14,5,0,1,1.0
7,6,0,1,1.0
23,5,0,1,1.0
13,0,0,1,1.2948
1,0,0,1,1.0354
9,3,0,1,1.7011
20,1,0,1,2.5666
13,3,0,1,1.3216
18,4,0,1,2.0311
21,3,0,1,1.0
2,1,0,1,1.0504
22,5,0,1,1.0
6,3,0,1,1.0994
13,0,0,1,1.241
15,1,1,1,1.0
16,0,0,1,1.0
4,2,0,1,1.0
1,5,0,1,1.0
7,5,0,1,1.0
20,6,0,1,1.4273
19,6,0,1,1.4049
21,5,0,1,1.0
2,6,0,1,1.0
3,5,0,1,1.0
19,4,0,1,2.2089
1,1,0,1,1.0396
20,0,0,1,1.9634
6,3,0,1,1.0342
10,5,0,1,1.1897
8,3,0,1,1.7353
13,6,0,1,1.0
16,3,0,1,1.0088
3,4,0,1,1.0997
7,6,0,1,1.0
0,3,0,1,1.0
20,2,0,1,1.9917
6,6,0,1,1.0
5,5,0,1,1.0
5,2,0,1,1.0
3,1,0,1,1.0
0,6,0,1,1.0
20,4,0,1,2.4548
1,4,0,1,1.0
6,2,0,1,1.0
0,0,0,1,1.0
23,3,0,1,1.0468
13,4,0,1,1.4312
13,4,0,1,1.3285
14,2,0,1,1.3424
22,2,0,1,1.0929
5,4,0,1,1.048
20,5,0,1,1.2426
13,3,0,1,1.3332
10,6,0,1,1.208
13,5,0,1,1.0
19,0,0,1,2.1944
1,3,0,1,1.0
17,3,0,1,2.1671
20,0,0,1,2.2463
6,3,0,1,1.0
22,6,0,1,1.0
4,4,0,1,1.0526
8,4,1,1,1.0189
21,3,0,1,1.0193
8,5,0,1,1.3096
8,5,0,1,1.2126
3,5,0,1,1.0
18,3,1,1,1.0249
1,1,0,1,1.0609
15,4,0,1,1.0288
20,2,0,1,2.3922
6,4,0,1,1.0
11,0,0,1,1.0
17,5,0,1,1.3843
12,0,0,1,1.4425
20,6,0,1,1.7533
17,3,0,1,1.9592
5,6,0,1,1.0
22,0,0,1,1.0
21,4,0,1,1.0306
2,5,0,1,1.0
20,4,0,1,2.223
0,4,0,1,1.0599
7,0,0,1,1.0
19,3,0,1,1.9425
8,2,0,1,2.1696
21,3,0,1,1.0342
0,5,0,1,1.0
14,6,0,1,1.0
0,4,0,1,1.0
2,0,0,1,1.0
18,0,0,1,1.818
8,2,0,1,2.2632
22,2,0,1,1.0
12,0,0,1,1.3973
4,6,0,1,1.0
1,4,0,1,1.081
2,1,0,1,1.0568
19,4,0,1,2.2568
0,2,0,1,1.031
1,3,0,1,1.0387
22,2,0,1,1.0622
21,3,0,1,1.0
23,4,0,1,1.0
9,4,0,1,1.7874
15,4,0,1,1.0
5,4,0,1,1.0
3,2,0,1,1.0095
20,0,0,1,2.438
6,3,0,1,1.0463
18,6,0,1,1.6885
10,0,0,1,2.1594
21,5,0,1,1.0
7,4,0,1,1.0923
18,5,0,1,1.7836
19,6,0,1,1.2743
13,1,0,1,1.2326
0,2,0,1,1.0
12,1,0,1,1.3091
0,1,0,1,1.0
15,1,0,1,1.0
8,6,0,1,1.5186
20,6,0,1,1.46
19,0,0,1,2.3593
19,0,0,1,2.0843
8,3,0,1,1.7674
6,2,0,1,1.0859
4,3,0,1,1.0681
8,0,0,1,2.0256
8,1,0,1,1.6619
1,4,0,1,1.0095
22,5,0,1,1.0
8,6,0,1,1.2547
20,0,0,1,1.9306
9,5,0,1,1.3668
0,5,0,1,1.0
0,3,0,1,1.0
4,4,0,1,1.0475
8,6,0,1,1.3367
19,4,0,1,1.8179
22,5,0,1,1.0
21,6,1,1,1.0
9,0,0,1,1.7578
20,3,0,1,2.1691
3,3,0,1,1.0801
6,4,0,1,1.0
4,0,0,1,1.0058
16,1,1,1,1.0
4,6,0,1,1.0
21,2,0,1,1.0
8,5,0,1,1.0832
18,2,0,1,2.3701
20,2,0,1,2.0425
15,1,0,1,1.002
1,1,0,1,1.0
11,3,1,1,1.0
0,2,0,1,1.0813
6,3,0,1,1.0913
12,5,0,1,1.0
18,3,0,1,2.0639
11,1,0,1,1.0
10,1,0,1,2.1603
16,2,0,1,1.0
4,3,0,1,1.0
13,5,0,1,1.0
7,6,0,1,1.0
16,2,0,1,1.0255
3,4,0,1,1.0
7,0,0,1,1.0516
10,0,0,1,2.2374
13,3,0,1,1.2753
4,4,0,1,1.0
18,5,0,1,1.2884
5,2,1,1,1.0
15,1,1,1,1.0
12,5,0,1,1.0
3,6,0,1,1.0
11,1,0,1,1.0
2,6,0,1,1.0
3,5,0,1,1.0
8,5,0,1,1.3218
11,3,0,1,1.0925
5,2,0,1,1.0
5,6,1,1,1.0
5,6,0,1,1.0
22,5,0,1,1.0
18,4,0,1,2.0681
19,1,0,1,2.3627
1,1,0,1,1.0255
12,5,0,1,1.0
14,0,0,1,1.2969
15,0,0,1,1.0856
16,5,1,1,1.0
17,2,0,1,2.242
12,6,0,1,1.0
17,5,0,1,1.5368
21,4,0,1,1.0318
12,1,0,1,1.368
23,6,1,1,1.0
13,2,0,1,1.3474
1,4,0,1,1.059
21,5,0,1,1.0
22,0,0,1,1.0
16,4,0,1,1.0
0,0,0,1,1.0
9,3,0,1,2.188
17,5,0,1,1.6928
14,6,0,1,1.0
18,3,0,1,1.8212
16,1,0,1,1.0
22,0,0,1,1.0
14,1,0,1,1.1951
20,0,1,1,1.0
20,2,0,1,2.4123
11,6,0,1,1.0
12,1,0,1,1.2022
19,4,0,1,1.981
5,4,1,1,1.0
11,3,0,1,1.0542
20,6,0,1,1.4213
22,2,0,1,1.0949
21,6,0,1,1.0
5,5,1,1,1.0
18,5,0,1,1.5329
3,2,0,1,1.0878
9,1,0,1,1.6979
0,3,1,1,1.0
1,4,0,1,1.0
11,1,0,1,1.0329
6,6,0,1,1.0
15,6,0,1,1.0
6,1,0,1,1.0269
18,6,0,1,1.6912
20,6,0,1,1.238
18,0,0,1,1.8796
9,2,0,1,1.7344
9,2,0,1,1.9419
20,1,0,1,2.2252
5,0,0,1,1.0
11,1,0,1,1.0
11,2,0,1,1.0
21,6,0,1,1.0
12,2,0,1,1.2029
12,6,0,1,1.0
5,5,0,1,1.0
15,6,0,1,1.0
20,3,0,1,2.3871
8,2,0,1,2.0633
7,3,0,1,1.0
11,0,0,1,1.0
23,0,0,1,1.0
15,4,0,1,1.0846
12,1,0,1,1.1409
10,0,0,1,2.0601
10,6,0,1,1.3054
14,2,0,1,1.2167
17,1,0,1,2.2229
16,3,0,1,1.0813
1,6,0,1,1.0
22,6,0,1,1.0
7,1,0,1,1.0625
23,1,0,1,1.0739
17,6,0,1,1.8047
8,0,0,1,1.7772
10,2,0,1,1.5769
5,5,0,1,1.0
6,3,1,1,1.0
1,5,0,1,1.0
21,5,0,1,1.0
1,4,0,1,1.0
18,4,0,1,2.5378
3,0,0,1,1.076
22,5,1,1,1.0
8,2,0,1,1.7607
9,4,0,1,1.7862
15,5,0,1,1.0
11,4,0,1,1.0682
8,0,1,1,1.0767
17,3,0,1,2.0037
6,0,0,1,1.0
19,1,0,1,2.1447
22,3,0,1,1.0
23,5,0,1,1.0
18,3,0,1,2.0873
15,1,0,1,1.0
3,1,0,1,1.0499
5,2,0,1,1.0
1,4,0,1,1.0
10,0,0,1,1.9707
9,4,0,1,1.9932
1,5,0,1,1.0
6,2,0,1,1.0081
21,4,0,1,1.0684
4,6,0,1,1.0
9,5,0,1,1.3776
11,4,0,1,1.0
0,1,0,1,1.0179
21,4,0,1,1.0
8,4,0,1,2.0088
14,0,0,1,1.3123
3,0,0,1,1.0
10,1,0,1,2.1564
15,3,1,1,1.0
10,6,0,1,1.1738
7,0,0,1,1.0601
2,1,0,1,1.0712
13,4,0,1,1.2182
8,4,0,1,2.168
20,6,0,1,1.394
4,5,0,1,1.0
12,3,0,1,1.3176
3,4,0,1,1.0537
2,4,0,1,1.0
17,4,0,1,2.4179
3,4,0,1,1.0
17,3,0,1,2.0722
4,4,0,1,1.0
12,5,0,1,1.0
12,0,0,1,1.3372
7,5,0,1,1.0
19,6,0,1,1.5401
18,3,0,1,2.0483
20,0,0,1,1.9355
5,3,0,1,1.0328
17,0,1,1,1.0
15,2,0,1,1.0
18,0,0,1,1.8782
2,2,0,1,1.0171
19,4,0,1,2.2563
11,2,0,1,1.0502
7,4,0,1,1.0457
10,0,0,1,2.0002
10,6,0,1,1.5412
16,6,0,1,1.0
3,2,0,1,1.0485
20,5,0,1,1.6952
8,4,0,1,1.7844
8,0,0,1,1.8048
0,2,0,1,1.0
17,3,0,1,2.3474
21,4,1,1,1.0
17,1,0,1,2.4881
3,1,0,1,1.0405
12,5,0,1,1.0
12,4,0,1,1.1227
6,2,0,1,1.0
5,4,1,1,1.0
17,2,0,1,2.234
1,6,0,1,1.0
8,6,0,1,1.5368
19,1,0,1,2.1612
16,5,0,1,1.0
22,1,0,1,1.0
9,4,0,1,1.9949
2,3,0,1,1.0409
23,5,0,1,1.0
19,1,0,1,1.9061
21,6,0,1,1.0
1,1,0,1,1.0
15,6,0,1,1.0
6,5,0,1,1.0
20,6,0,1,1.5732
1,6,0,1,1.0
17,2,0,1,2.2078
7,4,0,1,1.025
1,2,0,1,1.0696
8,5,0,1,1.1324
10,4,1,1,1.0
7,4,0,1,1.0772
3,2,0,1,1.0
9,2,1,1,1.0
18,6,0,1,1.5546
2,3,0,1,1.0717
21,5,0,1,1.0
12,4,0,1,1.2689
12,1,0,1,1.2486
23,3,0,1,1.0217
6,3,0,1,1.0552
12,5,0,1,1.0
20,2,0,1,2.4291
4,2,0,1,1.0
4,1,0,1,1.0
23,5,0,1,1.0
9,6,0,1,1.3224
22,3,0,1,1.0
8,5,0,1,1.1918
8,4,1,1,1.1605
9,4,0,1,1.9764
18,6,0,1,1.6126
2,3,0,1,1.0852
1,1,0,1,1.0
1,3,0,1,1.0
5,3,0,1,1.0
22,6,0,1,1.0
6,3,0,1,1.0
8,4,1,1,1.0
19,6,0,1,1.3979
19,0,0,1,2.5451
17,1,0,1,1.8981
22,6,0,1,1.0
2,6,0,1,1.0
0,6,0,1,1.0
1,5,0,1,1.0
14,6,0,1,1.0
8,1,1,1,1.1572
0,0,0,1,1.0
16,5,0,1,1.0
20,6,0,1,1.4367
6,1,1,1,1.0
17,2,1,1,1.0
13,2,0,1,1.2411
9,4,0,1,1.6772
13,4,0,1,1.3852
5,3,0,1,1.0
22,2,0,1,1.0882
18,3,0,1,2.2684
7,6,1,1,1.0
3,5,0,1,1.0
19,2,0,1,1.8833
2,2,0,1,1.0
8,4,0,1,1.9217
1,6,0,1,1.0
14,0,0,1,1.2503
0,1,0,1,1.0977
17,3,0,1,2.1134
23,0,0,1,1.0
16,3,0,1,1.0
11,5,0,1,1.0
0,3,0,1,1.0226
16,6,0,1,1.0
11,6,0,1,1.0
23,5,0,1,1.0
13,5,0,1,1.0
20,5,0,1,1.593
21,5,0,1,1.0
6,2,0,1,1.0794
16,3,0,1,1.0482
6,2,1,1,1.0
16,1,0,1,1.0644
5,3,0,1,1.0
5,6,0,1,1.0
22,3,0,1,1.0752
10,0,0,1,2.2078
6,6,0,1,1.0
18,1,0,1,2.1767
15,1,1,1,1.0
4,2,0,1,1.0682
10,3,0,1,1.6464
20,1,0,1,1.9878
19,3,0,1,2.0575
19,5,0,1,1.6695
23,2,0,1,1.0914
20,2,0,1,2.2382
0,6,1,1,1.0
4,2,0,1,1.0
21,4,0,1,1.0
3,2,0,1,1.024
16,5,0,1,1.0
22,0,0,1,1.0
17,0,0,1,2.3468
8,3,0,1,2.1445
2,0,0,1,1.0
1,2,1,1,1.0
17,3,0,1,1.809
0,2,0,1,1.0
10,0,0,1,2.0131
5,3,0,1,1.0
0,3,0,1,1.0754
12,4,0,1,1.1134
12,2,1,1,1.0
14,3,0,1,1.1613
22,2,0,1,1.0969
4,0,0,1,1.0
16,6,0,1,1.0
16,1,0,1,1.0
21,5,0,1,1.0
4,2,0,1,1.0
2,1,0,1,1.0
8,6,0,1,1.2735
8,2,0,1,1.6983
9,6,0,1,1.31
17,2,0,1,2.1936
15,2,0,1,1.0026
3,5,0,1,1.0
6,5,0,1,1.0
6,3,0,1,1.0
10,4,0,1,1.9237
13,3,0,1,1.213
20,4,0,1,1.8828
9,0,1,1,1.0
19,5,0,1,1.2952
4,4,0,1,1.0
20,2,0,1,2.1794
21,1,0,1,1.0778
18,4,0,1,2.3414
2,1,0,1,1.0
21,2,0,1,1.0196
17,0,0,1,2.4851
12,1,0,1,1.3147
17,5,0,1,1.2822
19,0,0,1,1.949
4,0,0,1,1.0
22,1,0,1,1.0
2,4,0,1,1.0902
5,3,0,1,1.0267
10,5,0,1,1.4251
11,6,0,1,1.0
16,6,0,1,1.0
17,3,0,1,1.7745
8,2,0,1,1.7743
7,5,0,1,1.0
18,2,0,1,1.7466
14,6,0,1,1.0
6,5,0,1,1.0
2,4,0,1,1.0
1,0,0,1,1.0987
12,0,0,1,1.3207
10,6,0,1,1.3047
4,3,0,1,1.0
10,4,1,1,1.0
2,6,0,1,1.0
16,1,0,1,1.0
21,6,0,1,1.0
15,5,0,1,1.0
11,1,0,1,1.0983
15,4,0,1,1.0
13,3,0,1,1.42
6,0,0,1,1.0543
15,4,1,1,1.0
11,2,0,1,1.0
1,5,0,1,1.0
3,5,0,1,1.0
0,0,0,1,1.0
10,1,0,1,1.756
16,6,0,1,1.0
16,3,0,1,1.0
10,5,0,1,1.3264
9,6,0,1,1.2192
20,4,0,1,1.9684
19,2,0,1,2.0243
4,0,0,1,1.0203
2,3,0,1,1.0
8,1,0,1,1.8172
16,0,0,1,1.0
10,5,0,1,1.1425
15,6,0,1,1.0
10,0,0,1,1.5299
6,1,0,1,1.0
3,0,0,1,1.0
7,1,0,1,1.0915
6,4,0,1,1.0
20,6,0,1,1.3962
7,6,0,1,1.0
5,5,0,1,1.0
4,0,1,1,1.0
6,6,0,1,1.0
9,0,0,1,1.6241
12,3,0,1,1.2349
20,2,1,1,1.088
18,0,0,1,2.2386
5,3,0,1,1.0
12,5,0,1,1.0
1,4,0,1,1.0312
11,0,0,1,1.0329
9,6,0,1,1.459
1,5,0,1,1.0
12,6,0,1,1.0139
5,0,1,1,1.0
20,1,0,1,1.9365
6,0,0,1,1.0
5,0,0,1,1.0873
16,0,0,1,1.0
6,4,0,1,1.0
3,2,0,1,1.0425
20,6,0,1,1.3729
21,6,0,1,1.0
19,3,0,1,2.1391
7,3,0,1,1.0832
21,5,0,1,1.0
17,0,0,1,2.0112
9,1,0,1,1.9472
14,6,0,1,1.0
22,2,0,1,1.0
4,1,0,1,1.0075
10,5,0,1,1.6067
17,0,0,1,2.0669
5,0,0,1,1.0951
9,2,0,1,1.9839
3,1,0,1,1.0
9,3,0,1,2.0215
4,4,0,1,1.0879
20,0,0,1,1.8851
14,3,0,1,1.2512
6,5,0,1,1.0
23,3,0,1,1.0389
9,0,0,1,2.0763
21,6,0,1,1.0
1,1,0,1,1.078
22,3,0,1,1.0
7,3,0,1,1.0371
16,0,0,1,1.0
20,6,1,1,1.0
18,4,0,1,2.2913
1,5,0,1,1.0
8,0,0,1,1.71
11,4,0,1,1.0128
15,2,0,1,1.0484
9,3,0,1,2.0434
20,3,0,1,1.9767
17,6,0,1,1.6549
3,1,0,1,1.0981
21,2,0,1,1.0256
9,6,0,1,1.5042
4,3,0,1,1.0
2,4,0,1,1.0054
5,0,0,1,1.0
18,0,0,1,2.2787
15,6,0,1,1.0
16,0,0,1,1.0712
5,0,0,1,1.082
2,6,0,1,1.0
21,4,0,1,1.0874
7,0,1,1,1.0
14,4,0,1,1.3666
15,6,0,1,1.0
10,2,0,1,2.0931
22,3,0,1,1.0
11,5,0,1,1.0
21,5,0,1,1.0
22,5,0,1,1.0
4,6,0,1,1.0
14,2,0,1,1.1666
1,5,0,1,1.0
10,3,0,1,2.0848
21,2,0,1,1.019
2,4,0,1,1.0
23,2,0,1,1.0
9,3,0,1,1.8389
17,3,0,1,2.248
20,2,0,1,2.1748
3,5,0,1,1.0
3,1,0,1,1.0144
1,2,0,1,1.0
17,3,1,1,1.1357
13,4,0,1,1.25
20,5,0,1,1.298
15,6,0,1,1.0
5,4,0,1,1.0
3,2,0,1,1.0157
9,5,1,1,1.0
19,0,0,1,2.0366
1,3,0,1,1.0
15,2,0,1,1.0818
1,3,0,1,1.0
15,0,0,1,1.0
23,0,0,1,1.0163
7,0,0,1,1.0
5,4,0,1,1.0
2,0,0,1,1.0608
11,0,0,1,1.0446
2,3,0,1,1.0
20,2,0,1,2.4931
13,3,0,1,1.4561
16,5,0,1,1.0
